[HEADER]
Insulated box
Parallel heaters, 1x 5W, 1x 10W
K_p=2.5
K_i=5e-4

[DATA]
time	temperature	humidity	heater power
[s]	[±0.5 °C]	[±3 pct]	[±0.05 W]
500.0	33.96	51.0	3.210
501.0	33.96	51.0	3.197
502.0	33.96	51.0	3.197
503.0	33.96	51.0	3.197
504.0	33.97	51.0	3.193
505.0	33.97	51.0	3.193
506.0	33.97	51.1	3.193
507.0	33.98	51.1	3.177
508.0	33.99	51.0	3.174
509.0	33.99	51.0	3.170
510.0	34.00	51.0	3.154
511.0	34.00	51.0	3.142
512.0	34.01	51.0	3.138
513.0	34.01	51.0	3.135
514.0	34.02	51.0	3.122
515.0	34.02	51.0	3.119
516.0	34.02	51.0	3.115
517.0	34.03	51.0	3.106
518.0	34.03	51.0	3.103
519.0	34.03	51.0	3.099
520.0	34.04	51.0	3.096
521.0	34.04	51.0	3.093
522.0	34.04	51.0	3.084
523.0	34.05	51.0	3.080
524.0	34.05	51.0	3.080
525.0	34.05	51.0	3.068
526.0	34.05	51.0	3.068
527.0	34.06	51.0	3.064
528.0	34.06	51.0	3.064
529.0	34.06	51.0	3.061
530.0	34.06	50.9	3.061
531.0	34.06	50.9	3.052
532.0	34.07	50.9	3.049
533.0	34.07	50.9	3.049
534.0	34.07	50.9	3.049
535.0	34.07	50.9	3.049
536.0	34.07	50.9	3.045
537.0	34.07	50.9	3.045
538.0	34.08	50.9	3.045
539.0	34.08	50.9	3.045
540.0	34.08	50.9	3.042
541.0	34.08	50.9	3.042
542.0	34.08	50.9	3.042
543.0	34.08	50.9	3.042
544.0	34.08	50.9	3.042
545.0	34.08	50.9	3.042
546.1	34.08	50.9	3.042
547.1	34.09	50.9	3.033
548.1	34.09	50.9	3.033
549.1	34.09	50.9	3.042
550.1	34.09	50.9	3.042
551.1	34.09	50.9	3.029
552.1	34.09	50.8	3.033
553.1	34.09	50.8	3.042
554.1	34.09	50.8	3.029
555.1	34.09	50.8	3.042
556.1	34.09	50.8	3.033
557.1	34.09	50.8	3.033
558.1	34.09	50.8	3.033
559.1	34.09	50.8	3.033
560.1	34.09	50.8	3.042
561.1	34.09	50.8	3.033
562.1	34.09	50.8	3.042
563.1	34.09	50.8	3.042
564.1	34.09	50.8	3.042
565.1	34.09	50.8	3.042
566.1	34.09	50.8	3.042
567.1	34.09	50.8	3.042
568.1	34.09	50.8	3.042
569.1	34.09	50.8	3.042
570.1	34.09	50.8	3.042
571.1	34.09	50.8	3.042
572.1	34.10	50.8	3.045
573.1	34.10	50.8	3.045
574.1	34.10	50.8	3.045
575.1	34.10	50.8	3.045
576.1	34.10	50.8	3.045
577.1	34.10	50.8	3.045
578.1	34.10	50.8	3.045
579.1	34.10	50.8	3.045
580.1	34.10	50.8	3.045
581.1	34.10	50.8	3.049
582.1	34.10	50.8	3.049
583.1	34.10	50.8	3.049
584.1	34.10	50.8	3.049
585.1	34.10	50.8	3.049
586.1	34.10	50.8	3.049
587.1	34.10	50.8	3.049
588.1	34.10	50.8	3.049
589.1	34.10	50.8	3.058
590.1	34.10	50.8	3.058
591.1	34.10	50.8	3.061
592.1	34.10	50.8	3.061
593.1	34.10	50.8	3.061
594.1	34.10	50.8	3.052
595.1	34.10	50.8	3.061
596.1	34.10	50.8	3.061
597.1	34.10	50.8	3.061
598.2	34.10	50.7	3.061
599.2	34.10	50.7	3.064
600.2	34.10	50.8	3.064
601.2	34.11	50.8	3.058
602.2	34.11	50.8	3.045
603.2	34.12	50.8	3.045
604.2	34.12	50.8	3.033
605.2	34.13	50.8	3.029
606.2	34.13	50.8	3.026
607.2	34.13	50.8	3.023
608.2	34.13	50.7	3.010
609.2	34.13	50.7	3.023
610.2	34.13	50.7	3.023
611.2	34.13	50.7	3.026
612.2	34.13	50.8	3.029
613.2	34.13	50.8	3.026
614.2	34.13	50.7	3.023
615.2	34.13	50.7	3.026
616.2	34.13	50.7	3.026
617.2	34.14	50.7	3.023
618.2	34.14	50.7	3.023
619.2	34.14	50.7	3.010
620.2	34.14	50.7	3.007
621.2	34.14	50.7	3.010
622.2	34.14	50.7	3.023
623.2	34.15	50.7	3.010
624.2	34.15	50.7	3.010
625.2	34.15	50.7	3.007
626.2	34.15	50.7	2.995
627.2	34.16	50.7	2.995
628.2	34.16	50.7	2.995
629.2	34.16	50.7	2.991
630.2	34.16	50.7	2.991
631.2	34.16	50.7	2.988
632.2	34.16	50.7	2.988
633.2	34.17	50.7	2.988
634.2	34.17	50.7	2.985
635.2	34.17	50.7	2.976
636.2	34.17	50.7	2.976
637.2	34.17	50.7	2.976
638.2	34.17	50.7	2.976
639.2	34.18	50.7	2.972
640.2	34.18	50.7	2.972
641.2	34.18	50.7	2.972
642.2	34.18	50.7	2.972
643.2	34.18	50.7	2.972
644.2	34.18	50.7	2.972
645.2	34.18	50.7	2.972
646.2	34.18	50.7	2.969
647.2	34.18	50.7	2.969
648.2	34.19	50.7	2.969
649.2	34.19	50.7	2.969
650.2	34.19	50.7	2.969
651.2	34.19	50.7	2.969
652.3	34.19	50.7	2.969
653.2	34.19	50.7	2.969
654.3	34.19	50.7	2.969
655.3	34.19	50.7	2.969
656.3	34.20	50.8	2.969
657.3	34.20	50.8	2.957
658.3	34.20	50.7	2.954
659.3	34.20	50.7	2.954
660.3	34.20	50.8	2.954
661.3	34.21	50.8	2.950
662.3	34.21	50.7	2.938
663.3	34.21	50.7	2.938
664.3	34.21	50.7	2.938
665.3	34.21	50.7	2.938
666.3	34.21	50.8	2.950
667.3	34.22	50.8	2.938
668.3	34.22	50.8	2.935
669.3	34.23	50.8	2.922
670.3	34.23	50.8	2.919
671.3	34.23	50.8	2.916
672.3	34.23	50.7	2.913
673.3	34.23	50.7	2.916
674.3	34.23	50.8	2.916
675.3	34.24	50.8	2.916
676.3	34.24	50.8	2.904
677.3	34.24	50.8	3.878
678.3	34.24	50.8	3.874
679.3	34.25	50.8	3.871
680.3	34.25	50.8	3.857
681.3	34.25	50.8	3.857
682.3	34.26	50.8	3.853
683.3	34.26	50.8	3.843
